Frame,Global_Density
191,0.0001453310251235962
192,0.00014535337686538696
193,0.00014537572860717773
194,0.0001453980803489685
195,0.00014542043209075928
196,0.00014544278383255005
197,0.00014546513557434082
198,0.0001454874873161316
199,0.00014550983905792236
200,0.00014553219079971313
201,0.0001455545425415039
202,0.00014557689428329468
203,0.00014559924602508545
204,0.00014562159776687622
205,0.000145643949508667
206,0.00014566630125045776
207,0.00014568865299224854
208,0.0001457110047340393
209,0.00014573335647583008
210,0.00014575570821762085
211,0.00014577805995941162
212,0.0001458004117012024
213,0.00014582276344299316
214,0.00014584511518478394
215,0.0001458674669265747
216,0.0001458972692489624
217,0.00014591962099075317
218,0.00014594197273254395
219,0.00014596432447433472
220,0.0001459866762161255
221,0.00014600902795791626
222,0.00014603137969970703
223,0.0001460537314414978
224,0.00014607608318328857
225,0.00014609843492507935
226,0.00014612078666687012
227,0.0001461431384086609
228,0.00014616549015045166
229,0.00014618784189224243
230,0.0001462101936340332
231,0.00014623254537582397
232,0.00014625489711761475
233,0.00014627724885940552
234,0.0001462996006011963
235,0.00014632195234298706
236,0.00014634430408477783
237,0.0001463666558265686
238,0.00014638900756835938
239,0.00014641135931015015
240,0.00014643371105194092
241,0.0001464560627937317
242,0.00014647841453552246
243,0.00014650076627731323
244,0.000146523118019104
245,0.00014654546976089478
246,0.00014656782150268555
247,0.00014659017324447632
248,0.0001466125249862671
249,0.00014663487672805786
250,0.00014665722846984863
251,0.0001466795802116394
252,0.00014670193195343018
253,0.00014672428369522095
254,0.00014674663543701172
255,0.0001467689871788025
256,0.00014679133892059326
257,0.00014681369066238403
258,0.0001468360424041748
259,0.00014685839414596558
260,0.00014688074588775635
261,0.00014690309762954712
262,0.0001469254493713379
263,0.00014694780111312866
264,0.00014697015285491943
265,0.0001469925045967102
266,0.00014701485633850098
267,0.00014703720808029175
268,0.00014705955982208252
269,0.0001470819115638733
270,0.00014711171388626099
271,0.00014713406562805176
272,0.00014715641736984253
273,0.0001471787691116333
274,0.00014720112085342407
275,0.00014722347259521484
276,0.00014724582433700562
277,0.0001472681760787964
278,0.00014729052782058716
279,0.00014731287956237793
280,0.0001473352313041687
281,0.00014735758304595947
282,0.00014737993478775024
283,0.00014740228652954102
284,0.0001474246382713318
285,0.00014744699001312256
286,0.00014746934175491333
287,0.0001474916934967041
288,0.00014751404523849487
289,0.00014753639698028564
290,0.00014755874872207642
291,0.0001475811004638672
292,0.00014761090278625488
293,0.00014763325452804565
294,0.00014765560626983643
295,0.0001476779580116272
296,0.00014770030975341797
297,0.00014772266149520874
298,0.0001477450132369995
299,0.00014776736497879028
300,0.00014778971672058105
301,0.00014781206846237183
302,0.0001478344202041626
303,0.00014785677194595337
304,0.00014787912368774414
305,0.0001479014754295349
306,0.00014792382717132568
307,0.00014794617891311646
308,0.00014796853065490723
309,0.000147990882396698
310,0.00014801323413848877
311,0.00014803558588027954
312,0.0001480579376220703
313,0.00014808028936386108
314,0.00014810264110565186
315,0.00014812499284744263
316,0.0001481473445892334
317,0.00014816969633102417
318,0.00014819204807281494
319,0.0001482143998146057
320,0.00014823675155639648
321,0.00014825910329818726
322,0.00014828145503997803
323,0.0001483038067817688
324,0.00014832615852355957
325,0.00014834851026535034
326,0.0001483708620071411
327,0.00014839321374893188
328,0.00014841556549072266
329,0.00014843791723251343
330,0.0001484602689743042
331,0.00014848262071609497
332,0.00014850497245788574
333,0.00014852732419967651
334,0.00014854967594146729
335,0.00014857202768325806
336,0.00014859437942504883
337,0.0001486167311668396
338,0.00014863908290863037
339,0.00014866143465042114
340,0.00014868378639221191
341,0.00014870613813400269
342,0.00014872848987579346
343,0.00014875084161758423
344,0.000148773193359375
345,0.00014879554510116577
346,0.00014881789684295654
347,0.00014884024858474731
348,0.00014886260032653809
349,0.00014888495206832886
350,0.00014890730381011963
351,0.0001489296555519104
352,0.00014895200729370117
353,0.00014897435903549194
354,0.00014899671077728271
355,0.00014901906251907349
356,0.00014904886484146118
357,0.00014907121658325195
358,0.00014909356832504272
359,0.0001491159200668335
360,0.00014913827180862427
361,0.00014916062355041504
362,0.0001491829752922058
363,0.00014920532703399658
364,0.00014922767877578735
365,0.00014925003051757812
366,0.0001492723822593689
367,0.00014929473400115967
368,0.00014931708574295044
369,0.0001493394374847412
370,0.00014936178922653198
371,0.00014938414096832275
372,0.00014940649271011353
373,0.0001494288444519043
374,0.00014945119619369507
375,0.00014947354793548584
376,0.0001494958996772766
377,0.00014951825141906738
378,0.00014954060316085815
379,0.00014956295490264893
380,0.0001495853066444397
381,0.00014960765838623047
382,0.00014963001012802124
383,0.000149652361869812
384,0.00014967471361160278
385,0.00014969706535339355
386,0.00014971941709518433
387,0.0001497417688369751
388,0.00014976412057876587
389,0.00014978647232055664
390,0.0001498088240623474
391,0.00014983117580413818
392,0.00014985352754592896
393,0.00014987587928771973
394,0.0001498982310295105
395,0.00014992058277130127
396,0.00014994293451309204
397,0.0001499652862548828
398,0.00014998763799667358
399,0.00015000998973846436
400,0.00015003234148025513
401,0.0001500546932220459
402,0.00015007704496383667
403,0.00015009939670562744
404,0.0001501217484474182
405,0.00015014410018920898
406,0.00015016645193099976
407,0.00015018880367279053
408,0.0001502111554145813
409,0.00015023350715637207
410,0.00015025585889816284
411,0.0001502782106399536
412,0.00015030056238174438
413,0.00015032291412353516
414,0.00015034526586532593
415,0.0001503676176071167
416,0.00015038996934890747
417,0.00015041232109069824
418,0.00015043467283248901
419,0.00015045702457427979
420,0.00015047937631607056
421,0.00015050172805786133
422,0.0001505240797996521
423,0.00015054643154144287
424,0.00015056878328323364
425,0.00015059113502502441
426,0.00015061348676681519
427,0.00015063583850860596
428,0.00015065819025039673
429,0.0001506805419921875
430,0.00015070289373397827
431,0.00015072524547576904
432,0.00015074759721755981
433,0.00015076994895935059
434,0.00015079230070114136
435,0.00015081465244293213
436,0.00015084445476531982
437,0.0001508668065071106
438,0.00015088915824890137
439,0.00015091150999069214
440,0.0001509338617324829
441,0.00015095621347427368
442,0.00015097856521606445
443,0.00015100091695785522
444,0.000151023268699646
445,0.00015104562044143677
446,0.00015106797218322754
447,0.0001510903239250183
448,0.00015111267566680908
449,0.00015113502740859985
450,0.00015115737915039062
451,0.0001511797308921814
452,0.00015120208263397217
453,0.00015122443437576294
454,0.0001512467861175537
455,0.00015126913785934448
456,0.00015129148960113525
457,0.00015132129192352295
458,0.00015134364366531372
459,0.0001513659954071045
460,0.00015138834714889526
461,0.00015141814947128296
462,0.00015144050121307373
463,0.0001514628529548645
464,0.00015148520469665527
465,0.00015150755643844604
466,0.00015152990818023682
467,0.0001515522599220276
468,0.00015157461166381836
469,0.00015159696340560913
470,0.0001516193151473999
471,0.00015164166688919067
472,0.00015166401863098145
473,0.00015168637037277222
474,0.000151708722114563
475,0.00015173107385635376
476,0.00015175342559814453
477,0.0001517757773399353
478,0.00015179812908172607
479,0.00015182048082351685
